SALESORDERID,SALESORDERITEM,PRODUCTID,NETAMOUNT,QUANTITY,DELIVERYDATE,PRECIO_UNITARIO
500000235,30,BX-1013,392.88,5,2019-02-18,78.576
500000235,40,BX-1011,217.88,4,2019-02-18,54.47
500000235,50,EB-1137,6912.5,6,2019-02-18,1152.0833333333333
500000235,60,MB-1031,567.88,4,2019-02-18,141.97
500000235,70,EB-1131,1312.5,8,2019-02-18,164.0625
500000235,80,DB-1082,1093.75,2,2019-02-18,546.875
500000236,10,DB-1081,1311.62,4,2019-03-04,327.905
500000236,20,DB-1081,1311.62,6,2019-03-04,218.60333333333332
500000236,30,CC-1022,1050.0,1,2019-03-04,1050.0
500000236,40,EB-1135,2625.0,1,2019-03-04,2625.0
500000236,50,RC-1053,4024.12,5,2019-03-04,804.824
500000236,60,RO-1003,630.88,9,2019-03-04,70.09777777777778
500000236,70,RO-1001,459.38,9,2019-03-04,51.04222222222222
500000236,80,EB-1136,4375.0,4,2019-03-04,1093.75
500000236,90,BX-1013,392.88,7,2019-03-04,56.12571428571429
500000237,10,BX-1012,349.12,3,2019-02-11,116.37333333333333
500000237,20,RC-1055,1749.12,5,2019-02-11,349.82399999999996
500000237,30,RC-1057,4374.12,3,2019-02-11,1458.04
500000237,40,HB-1173,567.88,8,2019-02-11,70.985
500000237,50,EB-1132,1662.5,2,2019-02-11,831.25
500000238,10,DB-1082,1093.75,7,2019-03-07,156.25
500000238,20,BX-1012,349.12,9,2019-03-07,38.791111111111114
500000238,30,MB-1033,3499.12,5,2019-03-07,699.824
500000238,40,HB-1174,331.62,5,2019-03-07,66.324
500000238,50,CB-1163,252.0,10,2019-03-07,25.2
500000238,60,RO-1003,630.88,1,2019-03-07,630.88
500000238,70,RO-1002,602.88,4,2019-03-07,150.72
500000238,80,RC-1054,4811.62,1,2019-03-07,4811.62
500000238,90,BX-1013,392.88,7,2019-03-07,56.12571428571429
500000239,10,BX-1013,392.88,8,2019-03-10,49.11
500000239,20,DB-1081,1311.62,10,2019-03-10,131.16199999999998
500000239,30,HB-1171,611.62,10,2019-03-10,61.162
500000239,40,EB-1136,4375.0,2,2019-03-10,2187.5
500000239,50,BX-1016,279.12,9,2019-03-10,31.013333333333335
500000239,60,CB-1162,350.0,10,2019-03-10,35.0
500000239,70,RC-1057,4374.12,6,2019-03-10,729.02
500000239,80,RC-1057,4374.12,5,2019-03-10,874.824
500000239,90,DB-1082,1093.75,1,2019-03-10,1093.75
500000239,100,RC-1057,4374.12,7,2019-03-10,624.8742857142857
500000240,10,DB-1082,1093.75,9,2019-02-13,121.52777777777777
500000240,20,DB-1082,1093.75,5,2019-02-13,218.75
500000240,30,EB-1134,4200.0,7,2019-02-13,600.0
500000240,40,BX-1015,261.62,3,2019-02-13,87.20666666666666
500000241,10,MB-1031,567.88,10,2019-03-02,56.788
500000241,20,MB-1033,3499.12,10,2019-03-02,349.912
500000241,30,HB-1174,331.62,1,2019-03-02,331.62
500000241,40,RO-1002,602.88,9,2019-03-02,66.98666666666666
500000241,50,RC-1051,2186.62,5,2019-03-02,437.32399999999996
500000241,60,EB-1131,1312.5,7,2019-03-02,187.5
500000241,70,RC-1052,3499.12,9,2019-03-02,388.7911111111111
500000241,80,DB-1083,1049.12,4,2019-03-02,262.28
500000242,10,RC-1055,1749.12,1,2019-02-18,1749.12
500000242,20,EB-1133,1968.75,3,2019-02-18,656.25
500000242,30,EB-1134,4200.0,3,2019-02-18,1400.0
500000242,40,EB-1137,6912.5,8,2019-02-18,864.0625
500000242,50,BX-1011,217.88,5,2019-02-18,43.576
500000242,60,RC-1054,4811.62,10,2019-02-18,481.162
500000242,70,RC-1054,4811.62,9,2019-02-18,534.6244444444444
500000243,10,RO-1001,459.38,9,2019-02-28,51.04222222222222
500000243,20,RC-1054,4811.62,9,2019-02-28,534.6244444444444
500000243,30,BX-1012,349.12,6,2019-02-28,58.18666666666667
500000243,40,HB-1171,611.62,5,2019-02-28,122.324
500000243,50,HB-1174,331.62,9,2019-02-28,36.846666666666664
500000243,60,BX-1014,699.12,7,2019-02-28,99.87428571428572
500000244,10,EB-1137,6912.5,9,2019-03-09,768.0555555555555
500000244,20,RC-1053,4024.12,6,2019-03-09,670.6866666666666
500000244,30,BX-1013,392.88,10,2019-03-09,39.288
500000244,40,EB-1137,6912.5,5,2019-03-09,1382.5
500000244,50,CC-1022,1050.0,3,2019-03-09,350.0
500000244,60,BX-1016,279.12,1,2019-03-09,279.12
500000244,70,DB-1083,1049.12,2,2019-03-09,524.56
500000244,80,HB-1175,786.62,3,2019-03-09,262.20666666666665
500000244,90,CC-1023,1190.88,10,2019-03-09,119.08800000000001
500000244,100,BX-1013,392.88,1,2019-03-09,392.88
500000245,10,CC-1022,1050.0,5,2019-03-11,210.0
500000245,20,RC-1054,4811.62,2,2019-03-11,2405.81
500000246,10,CC-1023,1190.88,10,2019-03-02,119.08800000000001
500000246,20,CC-1022,1050.0,1,2019-03-02,1050.0
500000247,10,MB-1033,3499.12,9,2019-03-13,388.7911111111111
500000247,20,EB-1131,1312.5,5,2019-03-13,262.5
500000248,10,RO-1002,602.88,2,2019-03-05,301.44
500000248,20,EB-1135,2625.0,7,2019-03-05,375.0
500000249,10,CC-1021,1001.0,4,2019-03-20,250.25
500000249,20,HB-1172,699.12,10,2019-03-20,69.912
500000249,30,RO-1002,602.88,1,2019-03-20,602.88
500000249,40,BX-1013,392.88,10,2019-03-20,39.288
500000249,50,HB-1173,567.88,4,2019-03-20,141.97
500000249,60,HB-1171,611.62,8,2019-03-20,76.4525
500000249,70,EB-1137,6912.5,7,2019-03-20,987.5
500000249,80,RC-1056,2186.62,7,2019-03-20,312.3742857142857
500000249,90,BX-1015,261.62,10,2019-03-20,26.162
500000249,100,HB-1173,567.88,1,2019-03-20,567.88
500000250,10,RC-1053,4024.12,7,2019-03-27,574.8742857142857
500000250,20,EB-1136,4375.0,8,2019-03-27,546.875
500000250,30,RC-1052,3499.12,1,2019-03-27,3499.12
500000250,40,EB-1136,4375.0,1,2019-03-27,4375.0
500000250,50,CB-1161,349.12,7,2019-03-27,49.87428571428571
500000250,60,EB-1131,1312.5,8,2019-03-27,164.0625
500000251,10,MB-1034,2186.62,6,2019-03-11,364.43666666666667
500000251,20,EB-1134,4200.0,3,2019-03-11,1400.0
500000252,10,HB-1172,699.12,6,2019-03-16,116.52
500000252,20,HB-1175,786.62,2,2019-03-16,393.31
500000252,30,BX-1013,392.88,5,2019-03-16,78.576
500000252,40,CB-1162,350.0,9,2019-03-16,38.888888888888886
500000252,50,CC-1023,1190.88,6,2019-03-16,198.48000000000002
500000252,60,CC-1021,1001.0,7,2019-03-16,143.0
500000252,70,RC-1053,4024.12,4,2019-03-16,1006.03
500000252,80,BX-1012,349.12,3,2019-03-16,116.37333333333333
500000252,90,CC-1023,1190.88,5,2019-03-16,238.17600000000002
500000252,100,EB-1131,1312.5,8,2019-03-16,164.0625
500000253,10,CB-1162,350.0,5,2019-03-05,70.0
500000253,20,CC-1022,1050.0,10,2019-03-05,105.0
500000253,30,BX-1011,217.88,4,2019-03-05,54.47
500000253,40,CB-1162,350.0,9,2019-03-05,38.888888888888886
500000253,50,CB-1161,349.12,8,2019-03-05,43.64
500000253,60,HB-1174,331.62,5,2019-03-05,66.324
500000254,10,BX-1012,349.12,4,2019-03-11,87.28
500000255,10,RC-1051,2186.62,1,2019-03-12,2186.62
500000255,20,MB-1033,3499.12,5,2019-03-12,699.824
500000255,30,RC-1052,3499.12,1,2019-03-12,3499.12
500000255,40,EB-1136,4375.0,8,2019-03-12,546.875
500000255,50,CC-1023,1190.88,2,2019-03-12,595.44
500000255,60,DB-1083,1049.12,7,2019-03-12,149.8742857142857
500000256,10,RC-1053,4024.12,9,2019-04-02,447.1244444444444
500000256,20,EB-1136,4375.0,5,2019-04-02,875.0
500000256,30,EB-1134,4200.0,5,2019-04-02,840.0
500000256,40,MB-1032,1136.62,10,2019-04-02,113.66199999999999
500000256,50,MB-1034,2186.62,3,2019-04-02,728.8733333333333
500000256,60,MB-1033,3499.12,9,2019-04-02,388.7911111111111
500000256,70,MB-1032,1136.62,8,2019-04-02,142.0775
500000257,10,RO-1001,459.38,3,2019-03-15,153.12666666666667
500000257,20,BX-1014,699.12,8,2019-03-15,87.39
500000257,30,BX-1015,261.62,1,2019-03-15,261.62
500000258,10,CB-1162,350.0,10,2019-03-10,35.0
500000258,20,BX-1014,699.12,4,2019-03-10,174.78
500000258,30,CC-1023,1190.88,5,2019-03-10,238.17600000000002
500000258,40,HB-1176,1049.12,2,2019-03-10,524.56
500000259,10,HB-1171,611.62,3,2019-04-01,203.87333333333333
500000259,20,RC-1051,2186.62,1,2019-04-01,2186.62
500000259,30,DB-1083,1049.12,8,2019-04-01,131.14
500000259,40,RC-1054,4811.62,4,2019-04-01,1202.905
500000259,50,BX-1013,392.88,4,2019-04-01,98.22
500000259,60,DB-1081,1311.62,7,2019-04-01,187.3742857142857
500000259,70,RC-1054,4811.62,1,2019-04-01,4811.62
500000259,80,MB-1033,3499.12,4,2019-04-01,874.78
500000259,90,RO-1003,630.88,5,2019-04-01,126.176
500000260,10,MB-1034,2186.62,6,2019-04-07,364.43666666666667
500000260,20,BX-1014,699.12,8,2019-04-07,87.39
500000260,30,CB-1163,252.0,3,2019-04-07,84.0
500000260,40,RC-1052,3499.12,10,2019-04-07,349.912
500000260,50,RC-1056,2186.62,2,2019-04-07,1093.31
500000260,60,RC-1056,2186.62,2,2019-04-07,1093.31
500000260,70,MB-1033,3499.12,4,2019-04-07,874.78
500000260,80,BX-1011,217.88,8,2019-04-07,27.235
500000260,90,EB-1134,4200.0,1,2019-04-07,4200.0
500000260,100,EB-1135,2625.0,2,2019-04-07,1312.5
500000261,10,RC-1052,3499.12,4,2019-04-08,874.78
500000261,20,HB-1175,786.62,10,2019-04-08,78.662
500000261,30,HB-1172,699.12,2,2019-04-08,349.56
500000261,40,RC-1057,4374.12,2,2019-04-08,2187.06
500000261,50,EB-1135,2625.0,2,2019-04-08,1312.5
500000261,60,HB-1176,1049.12,5,2019-04-08,209.82399999999998
500000261,70,EB-1132,1662.5,2,2019-04-08,831.25
500000261,80,RC-1053,4024.12,1,2019-04-08,4024.12
500000261,90,RC-1054,4811.62,4,2019-04-08,1202.905
500000261,100,HB-1173,567.88,5,2019-04-08,113.576
500000262,10,MB-1034,2186.62,8,2019-04-16,273.3275
500000262,20,RC-1057,4374.12,4,2019-04-16,1093.53
500000262,30,EB-1134,4200.0,9,2019-04-16,466.6666666666667
500000262,40,DB-1083,1049.12,7,2019-04-16,149.8742857142857
500000262,50,BX-1012,349.12,10,2019-04-16,34.912
500000262,60,CC-1023,1190.88,3,2019-04-16,396.96000000000004
500000262,70,MB-1033,3499.12,2,2019-04-16,1749.56
500000263,10,RC-1054,4811.62,8,2019-03-20,601.4525
500000264,10,BX-1015,261.62,4,2019-03-19,65.405
500000264,20,BX-1013,392.88,7,2019-03-19,56.12571428571429
500000264,30,CB-1163,252.0,5,2019-03-19,50.4
500000264,40,CC-1022,1050.0,7,2019-03-19,150.0
500000264,50,EB-1135,2625.0,10,2019-03-19,262.5
500000264,60,RC-1052,3499.12,1,2019-03-19,3499.12
500000264,70,EB-1132,1662.5,8,2019-03-19,207.8125
500000264,80,CB-1162,350.0,3,2019-03-19,116.66666666666667
500000265,10,CB-1163,252.0,5,2019-04-15,50.4
500000265,20,MB-1033,3499.12,9,2019-04-15,388.7911111111111
500000265,30,CB-1163,252.0,1,2019-04-15,252.0
500000265,40,RO-1001,459.38,7,2019-04-15,65.62571428571428
500000265,50,EB-1137,6912.5,2,2019-04-15,3456.25
500000265,60,DB-1081,1311.62,5,2019-04-15,262.32399999999996
500000265,70,HB-1173,567.88,3,2019-04-15,189.29333333333332
500000265,80,EB-1136,4375.0,10,2019-04-15,437.5
500000265,90,EB-1134,4200.0,2,2019-04-15,2100.0
500000265,100,HB-1173,567.88,1,2019-04-15,567.88
500000266,10,RC-1054,4811.62,2,2019-04-01,2405.81
500000267,10,RC-1053,4024.12,10,2019-04-14,402.412
500000267,20,HB-1176,1049.12,5,2019-04-14,209.82399999999998
500000267,30,MB-1034,2186.62,8,2019-04-14,273.3275
500000268,10,RC-1052,3499.12,6,2019-03-20,583.1866666666666
500000268,20,RO-1002,602.88,7,2019-03-20,86.12571428571428
500000268,30,CB-1163,252.0,10,2019-03-20,25.2
500000268,40,DB-1082,1093.75,7,2019-03-20,156.25
500000268,50,DB-1081,1311.62,10,2019-03-20,131.16199999999998
500000268,60,EB-1135,2625.0,3,2019-03-20,875.0
500000268,70,MB-1031,567.88,7,2019-03-20,81.12571428571428
500000268,80,HB-1175,786.62,3,2019-03-20,262.20666666666665
500000269,10,CC-1022,1050.0,6,2019-04-06,175.0
500000269,20,CC-1021,1001.0,1,2019-04-06,1001.0
500000269,30,RC-1052,3499.12,2,2019-04-06,1749.56
500000269,40,RC-1056,2186.62,1,2019-04-06,2186.62
500000269,50,EB-1136,4375.0,3,2019-04-06,1458.3333333333333
500000269,60,RC-1055,1749.12,9,2019-04-06,194.34666666666666
500000270,10,CC-1023,1190.88,7,2019-04-23,170.1257142857143
500000270,20,RC-1055,1749.12,4,2019-04-23,437.28
500000270,30,EB-1137,6912.5,10,2019-04-23,691.25
500000270,40,MB-1032,1136.62,7,2019-04-23,162.3742857142857
500000270,50,EB-1133,1968.75,5,2019-04-23,393.75
500000270,60,DB-1081,1311.62,10,2019-04-23,131.16199999999998
500000270,70,CB-1162,350.0,10,2019-04-23,35.0
500000271,10,BX-1012,349.12,9,2019-04-24,38.791111111111114
500000271,20,CB-1161,349.12,7,2019-04-24,49.87428571428571
500000272,10,EB-1137,6912.5,1,2019-04-02,6912.5
500000272,20,RO-1002,602.88,10,2019-04-02,60.288
500000272,30,BX-1013,392.88,9,2019-04-02,43.653333333333336
500000272,40,MB-1033,3499.12,9,2019-04-02,388.7911111111111
500000272,50,DB-1083,1049.12,10,2019-04-02,104.91199999999999
500000272,60,RC-1054,4811.62,9,2019-04-02,534.6244444444444
500000272,70,HB-1173,567.88,7,2019-04-02,81.12571428571428
500000272,80,CB-1163,252.0,5,2019-04-02,50.4
500000272,90,CC-1023,1190.88,7,2019-04-02,170.1257142857143
500000272,100,CB-1161,349.12,3,2019-04-02,116.37333333333333
500000273,10,EB-1136,4375.0,8,2019-04-13,546.875
500000273,20,RC-1056,2186.62,8,2019-04-13,273.3275
500000273,30,RC-1054,4811.62,7,2019-04-13,687.3742857142857
500000273,40,BX-1011,217.88,7,2019-04-13,31.125714285714285
500000273,50,MB-1032,1136.62,4,2019-04-13,284.155
500000273,60,EB-1137,6912.5,6,2019-04-13,1152.0833333333333
500000273,70,BX-1011,217.88,1,2019-04-13,217.88
500000274,10,RO-1003,630.88,5,2019-04-08,126.176
500000274,20,BX-1016,279.12,3,2019-04-08,93.04
500000274,30,CB-1163,252.0,8,2019-04-08,31.5
500000274,40,EB-1136,4375.0,3,2019-04-08,1458.3333333333333
500000274,50,CB-1163,252.0,7,2019-04-08,36.0
500000274,60,HB-1176,1049.12,4,2019-04-08,262.28
500000274,70,EB-1132,1662.5,10,2019-04-08,166.25
500000274,80,RC-1053,4024.12,8,2019-04-08,503.015
500000275,10,BX-1016,279.12,10,2019-05-03,27.912
500000275,20,EB-1132,1662.5,3,2019-05-03,554.1666666666666
500000275,30,RO-1003,630.88,6,2019-05-03,105.14666666666666
500000275,40,CB-1161,349.12,9,2019-05-03,38.791111111111114
500000275,50,EB-1133,1968.75,8,2019-05-03,246.09375
500000276,10,MB-1031,567.88,10,2019-04-27,56.788
500000276,20,EB-1134,4200.0,9,2019-04-27,466.6666666666667
500000276,30,BX-1013,392.88,6,2019-04-27,65.48
500000276,40,MB-1033,3499.12,3,2019-04-27,1166.3733333333332
500000276,50,BX-1016,279.12,7,2019-04-27,39.87428571428571
500000276,60,BX-1013,392.88,6,2019-04-27,65.48
500000276,70,EB-1132,1662.5,7,2019-04-27,237.5
500000276,80,RC-1057,4374.12,5,2019-04-27,874.824
500000276,90,CC-1023,1190.88,9,2019-04-27,132.32000000000002
500000276,100,RC-1055,1749.12,3,2019-04-27,583.04
500000277,10,CB-1162,350.0,5,2019-04-15,70.0
500000277,20,RC-1053,4024.12,8,2019-04-15,503.015
500000277,30,HB-1176,1049.12,6,2019-04-15,174.85333333333332
500000278,10,EB-1132,1662.5,1,2019-04-23,1662.5
500000278,20,RO-1003,630.88,10,2019-04-23,63.088
500000278,30,CC-1023,1190.88,9,2019-04-23,132.32000000000002
500000278,40,BX-1013,392.88,4,2019-04-23,98.22
500000279,10,RO-1003,630.88,5,2019-04-15,126.176
500000279,20,RO-1001,459.38,4,2019-04-15,114.845
500000279,30,RC-1057,4374.12,9,2019-04-15,486.0133333333333
500000280,10,EB-1134,4200.0,9,2019-04-28,466.6666666666667
500000280,20,HB-1173,567.88,6,2019-04-28,94.64666666666666
500000280,30,EB-1137,6912.5,1,2019-04-28,6912.5
500000280,40,CB-1161,349.12,6,2019-04-28,58.18666666666667
500000280,50,HB-1173,567.88,7,2019-04-28,81.12571428571428
500000280,60,HB-1175,786.62,7,2019-04-28,112.37428571428572
500000280,70,BX-1012,349.12,8,2019-04-28,43.64
500000281,10,MB-1032,1136.62,6,2019-04-27,189.43666666666664
500000281,20,RC-1055,1749.12,10,2019-04-27,174.91199999999998
500000281,30,CB-1163,252.0,1,2019-04-27,252.0
500000281,40,BX-1013,392.88,10,2019-04-27,39.288
500000281,50,MB-1034,2186.62,4,2019-04-27,546.655
500000281,60,DB-1081,1311.62,1,2019-04-27,1311.62
500000281,70,HB-1174,331.62,7,2019-04-27,47.37428571428571
500000281,80,CB-1161,349.12,7,2019-04-27,49.87428571428571
500000281,90,RC-1054,4811.62,6,2019-04-27,801.9366666666666
500000282,10,EB-1137,6912.5,7,2019-04-16,987.5
500000282,20,EB-1137,6912.5,10,2019-04-16,691.25
500000282,30,CB-1163,252.0,8,2019-04-16,31.5
500000282,40,CC-1023,1190.88,1,2019-04-16,1190.88
500000282,50,BX-1015,261.62,3,2019-04-16,87.20666666666666
500000282,60,EB-1136,4375.0,8,2019-04-16,546.875
500000282,70,BX-1015,261.62,9,2019-04-16,29.06888888888889
500000282,80,HB-1171,611.62,2,2019-04-16,305.81
500000283,10,RO-1002,602.88,9,2019-04-16,66.98666666666666
500000284,10,DB-1082,1093.75,1,2019-04-22,1093.75
500000284,20,HB-1175,786.62,1,2019-04-22,786.62
500000284,30,EB-1134,4200.0,1,2019-04-22,4200.0
500000284,40,CB-1163,252.0,10,2019-04-22,25.2
500000284,50,BX-1015,261.62,9,2019-04-22,29.06888888888889
500000284,60,HB-1176,1049.12,10,2019-04-22,104.91199999999999
500000284,70,RC-1057,4374.12,8,2019-04-22,546.765
500000285,10,RO-1002,602.88,8,2019-05-13,75.36
500000285,20,MB-1034,2186.62,5,2019-05-13,437.32399999999996
500000285,30,EB-1134,4200.0,5,2019-05-13,840.0
500000285,40,RC-1054,4811.62,2,2019-05-13,2405.81
500000286,10,MB-1031,567.88,4,2019-04-24,141.97
500000286,20,MB-1031,567.88,9,2019-04-24,63.09777777777778
500000286,30,BX-1013,392.88,7,2019-04-24,56.12571428571429
500000287,10,CC-1022,1050.0,1,2019-05-10,1050.0
500000287,20,BX-1015,261.62,5,2019-05-10,52.324
500000287,30,MB-1033,3499.12,2,2019-05-10,1749.56
500000287,40,HB-1176,1049.12,9,2019-05-10,116.56888888888888
500000287,50,HB-1175,786.62,4,2019-05-10,196.655
500000287,60,CB-1163,252.0,6,2019-05-10,42.0
500000287,70,HB-1173,567.88,8,2019-05-10,70.985
500000287,80,EB-1137,6912.5,1,2019-05-10,6912.5
500000287,90,EB-1137,6912.5,5,2019-05-10,1382.5
500000288,10,MB-1034,2186.62,10,2019-04-29,218.66199999999998
500000288,20,HB-1176,1049.12,3,2019-04-29,349.70666666666665
500000289,10,BX-1012,349.12,7,2019-05-13,49.87428571428571
500000289,20,CC-1022,1050.0,2,2019-05-13,525.0
500000289,30,BX-1011,217.88,6,2019-05-13,36.31333333333333
500000290,10,CC-1021,1001.0,1,2019-05-08,1001.0
500000290,20,EB-1136,4375.0,9,2019-05-08,486.1111111111111
500000290,30,RC-1055,1749.12,8,2019-05-08,218.64
500000290,40,EB-1133,1968.75,8,2019-05-08,246.09375
500000290,50,DB-1083,1049.12,8,2019-05-08,131.14
500000290,60,CC-1023,1190.88,2,2019-05-08,595.44
500000290,70,BX-1013,392.88,1,2019-05-08,392.88
500000290,80,EB-1133,1968.75,6,2019-05-08,328.125
500000290,90,MB-1033,3499.12,6,2019-05-08,583.1866666666666
500000291,10,EB-1136,4375.0,3,2019-05-13,1458.3333333333333
500000291,20,DB-1083,1049.12,10,2019-05-13,104.91199999999999
500000291,30,BX-1014,699.12,9,2019-05-13,77.68
500000291,40,EB-1136,4375.0,6,2019-05-13,729.1666666666666
500000291,50,MB-1033,3499.12,10,2019-05-13,349.912
500000291,60,CB-1162,350.0,1,2019-05-13,350.0
500000291,70,CC-1021,1001.0,1,2019-05-13,1001.0
500000291,80,HB-1173,567.88,6,2019-05-13,94.64666666666666
500000291,90,HB-1172,699.12,7,2019-05-13,99.87428571428572
500000292,10,DB-1083,1049.12,8,2019-05-17,131.14
500000292,20,RO-1003,630.88,5,2019-05-17,126.176
500000292,30,BX-1013,392.88,2,2019-05-17,196.44
500000293,10,MB-1031,567.88,7,2019-05-11,81.12571428571428
500000293,20,EB-1135,2625.0,10,2019-05-11,262.5
500000293,30,BX-1014,699.12,3,2019-05-11,233.04
500000293,40,RC-1053,4024.12,3,2019-05-11,1341.3733333333332
500000293,50,RO-1001,459.38,7,2019-05-11,65.62571428571428
500000293,60,RC-1055,1749.12,9,2019-05-11,194.34666666666666
500000293,70,RC-1055,1749.12,10,2019-05-11,174.91199999999998
500000293,80,RC-1052,3499.12,3,2019-05-11,1166.3733333333332
500000293,90,CB-1161,349.12,2,2019-05-11,174.56
500000293,100,RC-1053,4024.12,4,2019-05-11,1006.03
500000294,10,HB-1171,611.62,4,2019-05-12,152.905
500000294,20,BX-1015,261.62,6,2019-05-12,43.60333333333333
500000294,30,CB-1163,252.0,1,2019-05-12,252.0
500000294,40,BX-1015,261.62,2,2019-05-12,130.81
500000294,50,RC-1057,4374.12,4,2019-05-12,1093.53
500000294,60,DB-1083,1049.12,4,2019-05-12,262.28
500000294,70,EB-1135,2625.0,8,2019-05-12,328.125
500000294,80,RC-1051,2186.62,5,2019-05-12,437.32399999999996
500000295,10,BX-1015,261.62,6,2019-05-18,43.60333333333333
500000295,20,BX-1014,699.12,5,2019-05-18,139.824
500000295,30,EB-1134,4200.0,4,2019-05-18,1050.0
500000295,40,DB-1083,1049.12,10,2019-05-18,104.91199999999999
500000296,10,RC-1055,1749.12,10,2019-05-20,174.91199999999998
500000296,20,BX-1012,349.12,7,2019-05-20,49.87428571428571
500000296,30,RC-1052,3499.12,8,2019-05-20,437.39
500000296,40,CC-1021,1001.0,8,2019-05-20,125.125
500000296,50,RC-1054,4811.62,6,2019-05-20,801.9366666666666
500000297,10,EB-1131,1312.5,1,2019-05-19,1312.5
500000297,20,EB-1135,2625.0,3,2019-05-19,875.0
500000297,30,BX-1015,261.62,8,2019-05-19,32.7025
500000297,40,BX-1011,217.88,6,2019-05-19,36.31333333333333
500000297,50,DB-1083,1049.12,6,2019-05-19,174.85333333333332
500000297,60,HB-1175,786.62,3,2019-05-19,262.20666666666665
500000297,70,CC-1023,1190.88,8,2019-05-19,148.86
500000297,80,MB-1034,2186.62,7,2019-05-19,312.3742857142857
500000297,90,EB-1131,1312.5,9,2019-05-19,145.83333333333334
500000297,100,CB-1162,350.0,6,2019-05-19,58.333333333333336
500000298,10,CC-1022,1050.0,8,2019-05-30,131.25
500000298,20,EB-1131,1312.5,1,2019-05-30,1312.5
500000298,30,BX-1013,392.88,5,2019-05-30,78.576
500000299,10,RC-1055,1749.12,6,2019-05-25,291.52
500000299,20,RC-1056,2186.62,8,2019-05-25,273.3275
500000299,30,EB-1134,4200.0,10,2019-05-25,420.0
500000299,40,RC-1057,4374.12,6,2019-05-25,729.02
500000299,50,HB-1171,611.62,1,2019-05-25,611.62
500000300,10,MB-1031,567.88,7,2019-05-11,81.12571428571428
500000300,20,EB-1135,2625.0,9,2019-05-11,291.6666666666667
500000300,30,RC-1055,1749.12,2,2019-05-11,874.56
500000300,40,HB-1173,567.88,7,2019-05-11,81.12571428571428
500000300,50,RC-1052,3499.12,3,2019-05-11,1166.3733333333332
500000300,60,EB-1135,2625.0,6,2019-05-11,437.5
500000300,70,RC-1054,4811.62,7,2019-05-11,687.3742857142857
500000300,80,EB-1131,1312.5,6,2019-05-11,218.75
500000300,90,MB-1033,3499.12,7,2019-05-11,499.8742857142857
500000301,10,BX-1012,349.12,1,2019-06-04,349.12
500000301,20,BX-1016,279.12,1,2019-06-04,279.12
500000301,30,EB-1133,1968.75,9,2019-06-04,218.75
500000302,10,MB-1032,1136.62,1,2019-05-31,1136.62
500000302,20,HB-1173,567.88,7,2019-05-31,81.12571428571428
500000302,30,BX-1013,392.88,2,2019-05-31,196.44
500000302,40,EB-1131,1312.5,5,2019-05-31,262.5
500000302,50,CB-1163,252.0,6,2019-05-31,42.0
500000302,60,EB-1134,4200.0,5,2019-05-31,840.0
500000302,70,DB-1083,1049.12,7,2019-05-31,149.8742857142857
500000302,80,BX-1016,279.12,9,2019-05-31,31.013333333333335
500000302,90,CC-1023,1190.88,1,2019-05-31,1190.88
500000302,100,CC-1022,1050.0,8,2019-05-31,131.25
500000303,10,RC-1057,4374.12,10,2019-05-15,437.412
500000303,20,CC-1021,1001.0,8,2019-05-15,125.125
500000303,30,RC-1056,2186.62,6,2019-05-15,364.43666666666667
500000304,10,BX-1016,279.12,10,2019-05-26,27.912
500000304,20,RC-1052,3499.12,4,2019-05-26,874.78
500000304,30,EB-1134,4200.0,2,2019-05-26,2100.0
500000304,40,RC-1056,2186.62,3,2019-05-26,728.8733333333333
500000304,50,DB-1082,1093.75,4,2019-05-26,273.4375
500000304,60,RO-1002,602.88,8,2019-05-26,75.36
500000304,70,RC-1057,4374.12,9,2019-05-26,486.0133333333333
500000304,80,CC-1021,1001.0,3,2019-05-26,333.6666666666667
500000304,90,BX-1013,392.88,1,2019-05-26,392.88
500000305,10,MB-1033,3499.12,5,2019-06-13,699.824
500000305,20,BX-1011,217.88,5,2019-06-13,43.576
500000305,30,EB-1137,6912.5,10,2019-06-13,691.25
500000305,40,RC-1052,3499.12,2,2019-06-13,1749.56
500000305,50,MB-1033,3499.12,4,2019-06-13,874.78
500000305,60,RC-1057,4374.12,3,2019-06-13,1458.04
500000305,70,EB-1132,1662.5,6,2019-06-13,277.0833333333333
500000306,10,RO-1002,602.88,6,2019-05-24,100.48
500000306,20,EB-1132,1662.5,10,2019-05-24,166.25
500000306,30,RC-1052,3499.12,5,2019-05-24,699.824
500000306,40,MB-1034,2186.62,4,2019-05-24,546.655
500000306,50,EB-1137,6912.5,5,2019-05-24,1382.5
500000307,10,CC-1022,1050.0,1,2019-05-31,1050.0
500000307,20,DB-1083,1049.12,7,2019-05-31,149.8742857142857
500000307,30,EB-1137,6912.5,5,2019-05-31,1382.5
500000308,10,RC-1055,1749.12,7,,249.8742857142857
500000308,20,MB-1034,2186.62,9,,242.95777777777778
500000308,30,CB-1163,252.0,5,,50.4
500000308,40,CC-1023,1190.88,3,,396.96000000000004
500000308,50,MB-1033,3499.12,5,,699.824
500000308,60,CC-1023,1190.88,8,,148.86
500000308,70,EB-1137,6912.5,8,,864.0625
500000308,80,RO-1003,630.88,2,,315.44
500000309,10,EB-1136,4375.0,9,2019-06-19,486.1111111111111
500000309,20,RC-1051,2186.62,2,2019-06-19,1093.31
